	DNA_blank_P1	DNA_blank_P2	EL_003_pre	EL_003_pw	EL_007_un	EL_007_un1	EL_022_pre	EL_023_pre	EL_025_un	EL_025_un1	EL_026_pre	EL_027_pre1	EL_027_pre2	EL_028_pre1	EL_028_pre2	EL_031_pre	EL_032_pre	EL_035_pw	EL_036_pre	EL_036_pw	EL_047_pre	EL_050_pre	EL_050_pw	EL_051_pre	EL_051_pw	EL_052_pre	EL_052_pw	EL_059_pre	EL_059_pw	EL_068_pre1	EL_068_pre2	EL_070_pm	EL_070_pre	EL_070_pw	EL_073_pre	EL_074_pre	EL_074_pw	EL_075_pm	EL_075_pre	EL_075_pw	EL_078_pre	EL_078_pw	FS_006_pre_in	FS_006_pre_out	FS_006_pre1	FS_024_pre	NE.077_pre	NE_002_pre1	NE_002_pre2	NE_002_pw	NE_009_un	NE_009_un1	NE_010_un	NE_010_un1	NE_012_un	NE_012_un1	NE_018_pre	NE_018_pw	NE_021_pre	NE_034_pre	NE_034_pw	NE_035_pre	NE_037_pre	NE_038_pre	NE_041_pre	NE_041_pw	NE_043_pre	NE_056_pre	NE_056_pw	NE_058_pre	NE_058_pw	NE_063_pre	NE_063_pw	NE_066_pre	NE_067_pre	NE_067_pw	NE_069_pre	NE_069_pw	NE_071_pre	NE_072_pre	NE_079_pre	NE_079_pw	PA_001_pre	PA_001_pw	PA_008_un	PA_008_un1	PA_011_un	PA_011_un1	PA_013_pre	PA_013_pw	PA_014_pre	PA_014_pw	PA_015_pre	PA_015_pw	PA_016_un	PA_016_un1	PA_019_pre	PA_029_pre1	PA_029_pre2	PA_029_pw	PA_030_pre1	PA_030_pre2	PA_030_pw	PA_033_pm	PA_033_pre	PA_033_pw	PA_039_pre	PA_040_pre	PA_042_pre	PA_042_pw	PA_044_pm	PA_044_pre	PA_044_pw	PA_045_pre	PA_045_pw	PA_046_pre	PA_046_pw	PA_048_pre	PA_048_pw1	PA_048_pw2	PA_049_pre	PA_049_pw	PA_053_pre	PA_053_pw	PA_054_pre	PA_054_pw	PA_055_pre	PA_055_pw	PA_057_pre	PA_057_pw	PA_060_pre	PA_060_pw	PA_061_pre1	PA_061_pre2	PA_061_pw	PA_062_pre	PA_064_pre	PA_064_pw	PA_065_pre	PA_065_pw	PA_076_pre	PA_076_pw	PA_080_pre	PA_080_pw	PCR_blank_P1	PCR_blank_P2	SPIKE_P1	SPIKE_P2	UP_001	UP_006	UP_006_1	UP_006_2	UP_006_3	UP_006_4	UP_015	UP_030	US_001	US_006	US_006_2	US_006_4	US_015	US_030
Bacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0.04	0	0	0	4.89	0.2	0	0	0.02	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.31	0.13	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.17	0	0	1.44	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0
Bergeyella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Berryella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium	2.42	0.08	0.4	0.06	0.89	0	0.09	0.72	0.21	0.15	0.09	0.08	0	0	0	0	0.11	0.03	0.54	0.13	1.3	0.2	0.24	0	0.05	0.09	0.01	0	0.15	0.94	0.06	0	0.08	2.29	0.27	0.05	6.79	0.14	15.37	3.14	2.21	0	0	0	0.04	57.3	0.05	0	0.14	0	0	0.04	0.16	0.04	0.1	0.04	0	0.17	0	0	3.03	0	0.03	0.03	0.15	0.23	0.04	0	0.27	0.03	0.08	0.05	0.09	0	0.04	0	0.1	2.6	2.76	0.79	0.12	0	0.29	0.25	2.04	0.07	0.41	0	0.62	0	2.59	0	0.1	0	0.03	0.05	0.51	0.1	0	0.48	0	0.05	0.06	2.21	0.79	0	0	0.03	0.04	1.06	0.13	0	0	0.06	0.15	0.06	0.37	0.31	0	0	0.57	0.2	0.02	1.12	0.05	0	0	0.36	0.46	0	0.06	0	0.28	0.11	0.06	2.34	0	0.27	0.09	5.09	0	0.08	1.23	0	0	0.16	0.06	0.05	3.06	0	2.26	0	0.29	0	0.41	2.48	0	0.52	0.17	4.61	0	4.47
Bilophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blastococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0.05	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0.24	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0.19	0	0	0	0	0	0	1.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44	0	1.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0
Brachybacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevundimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0
Burkholderia-Caballeronia-Paraburkholderia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0
C39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAG-352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAG-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter	2.04	5.35	17.91	0.71	1.55	0.61	2.34	11.5	3.23	5.38	2.21	10.75	6.29	8.26	7.34	0.84	4.15	0.5	16.62	0.45	4.03	9.61	0.21	3.39	0.58	10.18	3.36	6.23	2.18	3.38	7.46	1.13	1.89	0.97	2.51	0.82	0.76	1.04	2.7	1.57	2.67	2.09	2.07	1.99	14.54	1.02	11.72	1.44	3.83	0.23	3.88	0.83	0.47	1.29	2.56	0.07	4.4	4.31	4.09	4.78	1.39	2.98	10.27	2.35	8.48	2.32	11.22	1.86	5.42	8.84	3.27	5.13	6.4	8.47	0.5	0.39	5.51	14.32	1.44	7.38	0.7	0.24	3.85	1.32	5.69	0.87	2.06	1.07	14.33	1.36	5.33	0.86	28.86	2.04	0.56	1.35	5.24	11.24	4.78	0.18	12.99	16.92	0.6	3.15	9.23	2.58	2.27	1.02	5.29	5.76	4.31	3.36	0.3	4.45	0.14	1.87	3.42	7.21	2.26	2.02	12.03	1.79	11.11	3.3	3.25	0.88	3.42	4.33	3.1	2.2	10.32	1.49	1.27	2.11	0.59	1.59	8.84	2.93	2.73	1.36	3.07	5.55	3.56	0.45	1.78	9.44	0.67	0.12	4.64	3.02	12.87	0.63	4.52	4.26	5.68	3.2	0.17	2.76	7.96	1.91	0.6	10.29
Capnocytophaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cardiobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulosimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Christensenellaceae R-7 group	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0.01	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	1.59	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06	0	0.18	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0
Chryseobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Colidextribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Collinsella	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83	0.7	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0.08	0	0.06	0	0	0	0	0	0.01	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium	8.38	12.94	0.19	37.56	1.53	23.45	1.19	1.79	6.24	3.47	8.28	2.09	2.37	1.74	1.04	16.18	1.04	9.6	0.8	19.51	0.51	8.94	16.17	1.71	2.27	1.99	3.4	0.95	2.64	0.79	1.88	35.18	13.22	10.66	10.4	5.01	14.14	1.98	4.8	3.16	1.33	28.62	2.89	0.33	1.59	0.57	2.75	16.48	13.67	13.5	3.37	15.25	10.79	0.37	1.68	16.49	2.66	7.62	2.27	11.43	6.01	13.22	0.47	10.75	6.24	24.19	1.79	3.54	3.96	2.93	7.32	3.87	5.6	1.69	3.55	63.12	1.16	6.27	14.28	0.86	1.58	15.48	1.67	7.54	1.21	18.62	6.03	1.5	1.08	24.1	4.44	8.15	1.85	15.65	12.08	2.55	2.99	1.18	1.38	3.29	12.75	16.46	1.84	3.7	3.32	7.32	27.58	2.04	1.81	11.46	6.02	5.4	0.42	14.48	5.54	4.1	15.08	0.34	9.93	2.17	1.55	3.15	1.98	8.45	2.71	4.87	6.04	7.8	0.84	6.72	2.23	17.22	11.9	22.44	14.2	55.2	0.68	11.59	12.6	6.74	2.83	6	0.72	3.02	11.5	4.34	1.55	0.39	7.46	2.3	4.8	2.21	8.63	7.19	11	3.48	7.19	2.56	8.53	3.3	4.47	8.82
Criibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Delftia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0
Dermabacter	0	0	0.01	0.08	0.05	0.01	0.01	0.02	0	0	0.02	0	0	0	0	0.08	0	0	0.01	0	0	0.01	1.03	0	0	0	0	0	0	0	0.01	0.1	0	0	0.02	0	0	0.04	0	0.11	0	0.23	0	0	0.01	0.02	0.04	0	0	0	0.05	0.04	0.48	0	0	0	0	0.05	0.05	0.08	0	0.01	0	0	0.06	0.02	0.01	0.02	0	0	0.07	0.02	0.24	0	0.04	2.31	0.02	0.03	0	0	0	0	0	0.04	0.01	0.64	0	0	0.01	0	0	0.36	0	0	0.3	0.02	0	0	0	0	0	0.02	0	0	0.07	0	0	0	0	0	0.06	0	0	0	0	0.01	0.07	0	0.01	0	0.01	0	0	0.04	0.02	0	0	0	0	0.11	0	0.03	0.03	0.04	0	0.03	0	0	0.02	0.09	0	0	0	0	0.21	0	0.02	0	0.07	0	0	0	0.06	0.05	0	0	0.15	0	0	0	0	0.19
Dermacoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dialister	0	0.87	0.29	0.23	0.2	0.21	2.87	0.71	1.15	0.9	0.37	3.59	2.8	0.71	0.45	0.44	0.28	2	0.25	0.75	1.42	2.27	0.01	1.95	0.32	1.68	1.98	2.51	0.49	0.56	0.66	0.37	0.31	0.25	0.69	1.62	0	0.5	0.62	0.35	4.57	0.55	3.01	2.68	0.53	0.15	0.39	0.19	0.15	0	0.45	0.28	0.19	5.45	1.57	0.13	0.43	0.56	1.61	1.35	0.3	3	0.94	2.42	0.48	0.8	0.95	2.7	0.87	1.92	1.87	1.53	0.54	2.21	3.2	0.51	0.23	0.82	0.36	0.64	1.19	0.16	1.51	0.37	0.38	0.24	1.19	0.74	2.74	0.39	0.82	0.5	0.87	0.87	0.16	1.47	1.41	0.38	0.24	0.07	0.13	0.21	0.53	1.31	1.88	1.17	0.19	2.37	3.09	0.7	0.92	1.39	0	0.18	0	5.11	0.75	2.57	0.75	0.36	0.84	1.76	0.09	0.57	1.12	0.88	1.14	0.84	0.12	1.31	0.68	0.35	0.74	0.32	0.41	0.28	0.22	1.16	2.02	1.07	0.34	1.36	0.55	0.14	0.95	1.34	0.24	0.07	0.62	3.35	0.59	3.35	0.85	0.79	1.16	1.23	0.2	1.67	1.05	0.71	1.29	0.84
Dietzia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dolosigranulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
